MedCodeID,Description
292482014,"Diabetes mellitus, juvenile type, with hyperosmolar coma"
4757991000006116,Type 1 diabetes mellitus with hyperosmolar coma
292538019,Type I diabetes mellitus with ulcer
4758061000006110,Insulin-dependent diabetes mellitus with ulcer
84451000006112,Type 1 diabetes mellitus with ulcer
84821000006118,Type I diabetes mellitus with ulcer
292540012,Type 1 diabetes mellitus with ulcer
84671000006116,Type I diabetes mellitus maturity onset
4758121000006115,Insulin-dependent diabetes maturity onset
84301000006116,Type 1 diabetes mellitus maturity onset
292553010,Type 1 diabetes mellitus maturity onset
292551012,Type I diabetes mellitus maturity onset
2967831017,Pre-existing type 1 diabetes mellitus in pregnancy
616191000006112,"Diabetes mellitus during pregnancy, childbirth and the puerperium"
616151000006118,Diabetes mellitus - unspec whether in pregnancy/puerperium
887971000006115,Preg.+ diabetes mellitus
616211000006113,Diabetes mellitus in pregnancy/childbirth/puerperium NOS
5754611000006119,Brittle type I diabetes mellitus
5754581000006110,Brittle type 1 diabetes mellitus
429970018,Unstable type I diabetes mellitus
72721000006113,Unstable type I diabetes mellitus
5754621000006110,Labile type I diabetes mellitus
72711000006117,Unstable type 1 diabetes mellitus
429971019,Unstable type 1 diabetes mellitus
84461000006114,Type 1 diabetes mellitus without complication
616621000006115,Type 1 diabetes mellitus without complication
6030001000006116,Insulin-dependent diabetes without complication
457325013,Type I diabetes mellitus without complication
84831000006115,Type I diabetes mellitus without complication
457326014,Type 1 diabetes mellitus without complication
84711000006117,Type I diabetes mellitus with hypoglycaemic coma
6050061000006116,Type I diabetes mellitus with hypoglycemic coma
6050081000006114,Type 1 diabetes mellitus with hypoglycemic coma
459161015,Type 1 diabetes mellitus with hypoglycaemic coma
6050071000006111,Insulin dependent diabetes mellitus with hypoglycemic coma
84341000006119,Type 1 diabetes mellitus with hypoglycaemic coma
6050041000006115,Insulin dependent diabetes mellitus with hypoglycaemic coma
459163017,Type I diabetes mellitus with hypoglycaemic coma
6051171000006117,Insulin dependent diabetes mellitus with arthropathy
84311000006118,Type 1 diabetes mellitus with arthropathy
459294012,Type I diabetes mellitus with arthropathy
84681000006118,Type I diabetes mellitus with arthropathy
459292011,Type 1 diabetes mellitus with arthropathy
1780311019,Type 1 diabetes mellitus with persistent microalbuminuria
928491000006110,Type I diabetes mellitus with persistent microalbuminuria
6951081000006112,Ketoacidosis in type I diabetes mellitus
616641000006110,"Diabetes mellitus, juvenile type, with ketoacidosis"
928501000006119,Ketoacidosis in type 1 diabetes mellitus
6951091000006110,Diabetes type 1 with ketoacidosis
928511000006116,Type I diabetes mellitus with ketoacidosis
12331231000006110,Exudative maculopathy co-occurrent and due to type 1 diabetes mellitus
12331221000006112,Exudative maculopathy with type 1 diabetes mellitus
12705001000006119,Exudative maculopathy associated with type 1 diabetes mellitus
938301000006114,Exudative maculopathy with type 1 diabetes mellitus
938311000006112,Type I diabetes mellitus with exudative maculopathy
6954991000006112,Exudative maculopathy associated with type I diabetes mellitus
6955501000006113,Persistent proteinuria associated with type I diabetes mellitus
928461000006119,Persistent proteinuria associated with type 1 diabetes mellitus
928471000006114,Type I diabetes mellitus with persistent proteinuria
84811000006114,Type I diabetes mellitus with retinopathy
6960441000006112,Diabetes type 1 with retinopathy
913671000006113,Type I diabetes mellitus with retinopathy
913661000006118,Retinopathy with type 1 diabetes mellitus
