SNOMEDCTCodes,Description
46635009,Type 1 diabetes mellitus
190330002,Type 1 diabetes mellitus with hyperosmolar coma
190368000,Type 1 diabetes mellitus with ulcer
190372001,Type 1 diabetes mellitus maturity onset
199223000,Pre-existing type 1 diabetes mellitus in pregnancy
290002008,Unstable type I diabetes mellitus
313435000,Type 1 diabetes mellitus without complication
314771006,Type 1 diabetes mellitus with hypoglycaemic coma
314893005,Type 1 diabetes mellitus with arthropathy
401110002,Type 1 diabetes mellitus with persistent microalbuminuria
420270002,Type 1 diabetes mellitus with ketoacidosis
420486006,Exudative maculopathy co-occurrent and due to type 1 diabetes mellitus
420514000,Type 1 diabetes mellitus with persistent proteinuria
420789003,Diabetic retinopathy associated with type I diabetes mellitus
420825003,Gangrene associated with type I diabetes mellitus
420868002,Disorder associated with type I diabetes mellitus
420918009,Mononeuropathy with type 1 diabetes mellitus
421075007,Ketoacidotic coma in type I diabetes mellitus
421365002,Peripheral circulatory disorder associated with type I diabetes mellitus
421468001,Neurological disorder co-occurrent and due to type 1 diabetes mellitus
421893009,Type 1 diabetes mellitus with nephropathy
421920002,Cataract co-occurrent and due to diabetes mellitus type 1
422228004,Type 1 diabetes mellitus with multiple complications
444073006,Type 1 diabetes mellitus - poor control
703137001,Type 1 diabetes mellitus in remission
713702000,Gastroparesis co-occurrent and due to type 1 diabetes mellitus
713705003,Type 1 diabetes mellitus with polyneuropathy
739681000,Disorder of eye co-occurrent and due to type 1 diabetes mellitus
279291000000109,Diabetes type 1 review
31211000119101,Type 1 diabetes mellitus with peripheral angiopathy
71771000119100,Type 1 diabetes mellitus with neuropathic arthropathy
754101000000103,Type 1 diabetic dietary review
